CustomerID,Recency,Frequency,Monetary,R,F,M,Cluster,RFM,Segment
15552,218,4,7.78,1,1,1,2,111,At Risk
15553,61,8,70.53,2,2,1,1,221,Need Attention
15554,278,2,25.2,1,1,1,2,111,At Risk
15555,13,174,851.3300000000003,3,3,3,3,333,Loyal Customers
15556,25,5,79.08,3,1,2,0,312,Potential Loyalist
15557,29,5,118.26,2,1,2,0,212,Potential Loyalist
15561,12,4,65.46000000000001,3,1,1,0,311,Potential Loyalist
15563,23,21,312.29,3,3,3,3,333,Loyal Customers
15565,71,1,16.5,2,1,1,2,211,At Risk
15567,19,1,24.96,3,1,1,2,311,At Risk
15568,3,10,126.91000000000001,3,2,2,0,322,Potential Loyalist
15569,104,5,552.98,1,1,3,1,113,Need Attention
15570,11,62,842.8900000000002,3,3,3,3,333,Loyal Customers
15571,12,12,186.63000000000005,3,2,2,0,322,Potential Loyalist
15572,5,41,591.49,3,3,3,3,333,Loyal Customers
15573,32,19,127.43000000000002,2,3,2,0,232,Potential Loyalist
15574,178,7,47.06999999999999,1,2,1,2,121,At Risk
15576,38,10,134.29999999999998,2,2,2,0,222,Potential Loyalist
15577,152,10,65.77000000000001,1,2,1,1,121,Need Attention
15579,69,9,62.71,2,2,1,1,221,Need Attention
15581,157,35,147.32000000000002,1,3,2,1,132,Need Attention
15582,221,5,63.480000000000004,1,1,1,2,111,At Risk
15584,24,18,88.55,3,3,2,0,332,Potential Loyalist
15585,177,7,121.24999999999999,1,2,2,1,122,Need Attention
15587,51,2,111.96,2,1,2,2,212,At Risk
15589,256,6,90.10000000000001,1,2,2,1,122,Need Attention
15592,47,5,94.74000000000001,2,1,2,1,212,Need Attention
15593,71,1,71.4,2,1,1,2,211,At Risk
15594,31,22,378.82,2,3,3,3,233,Loyal Customers
15596,215,11,223.0,1,2,2,1,122,Need Attention
15597,36,3,32.160000000000004,2,1,1,2,211,At Risk
15598,54,3,63.06,2,1,1,2,211,At Risk
15599,27,10,136.33,3,2,2,0,322,Potential Loyalist
15601,12,69,1102.12,3,3,3,3,333,Loyal Customers
15602,9,11,305.22,3,2,3,0,323,Potential Loyalist
15604,53,2,36.52,2,1,1,2,211,At Risk
15605,37,8,134.3,2,2,2,0,222,Potential Loyalist
15606,62,18,687.6300000000001,2,3,3,1,233,Need Attention
15607,337,5,54.76,1,1,1,2,111,At Risk
15608,29,11,271.78,2,2,3,0,223,Potential Loyalist
15609,185,6,112.68,1,2,2,1,122,Need Attention
15610,52,3,53.14,2,1,1,2,211,At Risk
15611,10,7,197.85,3,2,2,0,322,Potential Loyalist
15612,37,3,124.1,2,1,2,0,212,Potential Loyalist
15615,11,80,2145.7999999999997,3,3,3,3,333,Loyal Customers
15618,33,11,165.95100000000002,2,2,2,0,222,Potential Loyalist
15620,57,13,186.9,2,2,2,1,222,Need Attention
15621,5,3,198.72,3,1,2,0,312,Potential Loyalist
15622,44,45,925.8199999999999,2,3,3,3,233,Loyal Customers
15623,142,4,60.129999999999995,1,1,1,2,111,At Risk
15624,136,6,88.52999999999999,1,2,2,1,122,Need Attention
15625,104,14,314.09999999999997,1,2,3,1,123,Need Attention
15626,75,11,139.48000000000002,2,2,2,1,222,Need Attention
15628,5,26,477.0,3,3,3,3,333,Loyal Customers
15630,46,12,212.74,2,2,2,1,222,Need Attention
15632,16,32,624.3999999999999,3,3,3,3,333,Loyal Customers
15634,18,4,65.7,3,1,1,0,311,Potential Loyalist
15636,90,4,117.00000000000001,2,1,2,1,212,Need Attention
15637,53,2,36.900000000000006,2,1,1,2,211,At Risk
15639,135,2,15.120000000000001,1,1,1,2,111,At Risk
15640,5,91,2297.7000000000007,3,3,3,3,333,Loyal Customers
15641,106,10,177.4,1,2,2,1,122,Need Attention
15643,283,5,76.69999999999999,1,1,1,1,111,Need Attention
15644,167,46,147.34,1,3,2,1,132,Need Attention
15645,19,12,138.21,3,2,2,0,322,Potential Loyalist
15646,247,2,28.200000000000003,1,1,1,2,111,At Risk
15648,205,7,199.3,1,2,2,1,122,Need Attention
15651,37,8,154.86,2,2,2,0,222,Potential Loyalist
15652,92,6,102.80000000000001,1,2,2,1,122,Need Attention
15653,93,2,432.11999999999995,1,1,3,1,113,Need Attention
15654,10,4,103.56,3,1,2,0,312,Potential Loyalist
15655,244,8,123.71000000000001,1,2,2,1,122,Need Attention
15656,46,16,253.3,2,3,3,1,233,Need Attention
15657,23,1,30.0,3,1,1,2,311,At Risk
15658,198,6,109.2,1,2,2,1,122,Need Attention
15659,44,2,45.0,2,1,1,2,211,At Risk
15660,26,21,372.34000000000003,3,3,3,3,333,Loyal Customers
15661,318,1,6.6000000000000005,1,1,1,2,111,At Risk
15663,107,2,29.04,1,1,1,2,111,At Risk
15664,51,2,33.36,2,1,1,2,211,At Risk
15665,169,21,415.46999999999997,1,3,3,1,133,Need Attention
15667,40,3,70.56,2,1,1,2,211,At Risk
15669,104,5,151.02000000000004,1,1,2,1,112,Need Attention
15670,297,7,106.50000000000001,1,2,2,1,122,Need Attention
15671,26,8,299.46,3,2,3,0,323,Potential Loyalist
15673,89,44,799.2700000000001,2,3,3,3,233,Loyal Customers
15674,74,23,371.87,2,3,3,1,233,Need Attention
15675,156,3,29.72,1,1,1,2,111,At Risk
15676,19,46,824.4599999999999,3,3,3,3,333,Loyal Customers
15677,50,12,240.14999999999998,2,2,3,1,223,Need Attention
15678,53,2,36.0,2,1,1,2,211,At Risk
15679,25,29,156.06000000000003,3,3,2,0,332,Potential Loyalist
15680,10,8,121.63000000000001,3,2,2,0,322,Potential Loyalist
15681,26,8,178.04000000000005,3,2,2,0,322,Potential Loyalist
15683,118,1,17.4,1,1,1,2,111,At Risk
15687,9,34,634.0500000000001,3,3,3,3,333,Loyal Customers
15689,362,2,45.599999999999994,1,1,1,2,111,At Risk
15690,5,4,46.199999999999996,3,1,1,0,311,Potential Loyalist
15692,29,2,37.199999999999996,2,1,1,2,211,At Risk
15694,26,10,451.89000000000004,3,2,3,0,323,Potential Loyalist
15695,267,3,81.44999999999999,1,1,2,2,112,At Risk
15696,34,26,403.9400000000001,2,3,3,3,233,Loyal Customers
15699,18,3,50.379999999999995,3,1,1,0,311,Potential Loyalist
15700,173,11,104.39,1,2,2,1,122,Need Attention
15701,3,44,228.64999999999995,3,3,2,3,332,Loyal Customers
15704,141,26,462.35999999999984,1,3,3,1,133,Need Attention
15705,202,2,75.9,1,1,1,2,111,At Risk
15706,65,7,159.35000000000002,2,2,2,1,222,Need Attention
15707,36,42,170.42000000000002,2,3,2,3,232,Loyal Customers
15708,41,49,557.8000000000001,2,3,3,3,233,Loyal Customers
15709,284,2,36.8,1,1,1,2,111,At Risk
15712,10,10,174.9,3,2,2,0,322,Potential Loyalist
15713,144,1,53.1,1,1,1,2,111,At Risk
15714,12,3,10.75,3,1,1,2,311,At Risk
15716,146,13,70.21,1,2,1,1,121,Need Attention
15717,235,1,19.8,1,1,1,2,111,At Risk
15719,33,175,1033.08,2,3,3,3,233,Loyal Customers
15720,25,32,198.04999999999998,3,3,2,3,332,Loyal Customers
15721,12,23,186.96000000000004,3,3,2,0,332,Potential Loyalist
15722,36,15,429.75000000000006,2,2,3,1,223,Need Attention
15723,365,8,20.55,1,2,1,2,121,At Risk
15724,285,1,23.4,1,1,1,2,111,At Risk
15725,16,10,130.42999999999998,3,2,2,0,322,Potential Loyalist
15727,17,68,1324.6800000000003,3,3,3,3,333,Loyal Customers
15729,213,1,15.0,1,1,1,2,111,At Risk
15730,66,17,304.76,2,3,3,1,233,Need Attention
15732,213,3,51.00000000000001,1,1,1,2,111,At Risk
15733,283,3,42.8,1,1,1,2,111,At Risk
15734,115,4,57.0,1,1,1,2,111,At Risk
15737,15,13,233.95,3,2,2,0,322,Potential Loyalist
15738,19,35,976.69,3,3,3,3,333,Loyal Customers
15739,67,3,103.6,2,1,2,2,212,At Risk
15740,50,1,24.900000000000002,2,1,1,2,211,At Risk
15743,17,24,167.73,3,3,2,0,332,Potential Loyalist
15745,20,13,201.20999999999998,3,2,2,0,322,Potential Loyalist
15746,135,5,42.480000000000004,1,1,1,2,111,At Risk
15747,13,17,207.16000000000005,3,3,2,0,332,Potential Loyalist
15748,41,3,31.75,2,1,1,2,211,At Risk
15749,236,3,13698.5,1,1,3,1,113,Need Attention
15750,3,51,417.8499999999999,3,3,3,3,333,Loyal Customers
15752,40,72,428.15,2,3,3,3,233,Loyal Customers
15754,52,7,105.33,2,2,2,1,222,Need Attention
15755,11,27,465.07,3,3,3,3,333,Loyal Customers
15756,62,34,90.83000000000001,2,3,2,1,232,Need Attention
15757,66,10,178.09999999999997,2,2,2,1,222,Need Attention
15758,25,1,29.700000000000003,3,1,1,2,311,At Risk
15759,359,1,5.04,1,1,1,2,111,At Risk
15762,66,11,151.49,2,2,2,1,222,Need Attention
15763,32,15,244.99,2,2,3,0,223,Potential Loyalist
15764,89,45,794.6299999999997,2,3,3,3,233,Loyal Customers
15766,65,1,15.0,2,1,1,2,211,At Risk
15768,204,6,71.5,1,2,1,1,121,Need Attention
15769,8,27,10867.380000000001,3,3,3,3,333,Loyal Customers
15773,6,2,18.4,3,1,1,0,311,Potential Loyalist
15774,69,5,75.0,2,1,1,1,211,Need Attention
15775,246,1,17.700000000000003,1,1,1,2,111,At Risk
15776,134,5,69.82,1,1,1,1,111,Need Attention
15777,242,5,296.85,1,1,3,1,113,Need Attention
15780,243,9,160.10000000000002,1,2,2,1,122,Need Attention
15781,26,3,55.699999999999996,3,1,1,0,311,Potential Loyalist
15782,10,9,481.2200000000001,3,2,3,0,323,Potential Loyalist
15783,11,1,19.8,3,1,1,2,311,At Risk
15785,33,19,449.02,2,3,3,3,233,Loyal Customers
15786,47,61,1195.5299999999997,2,3,3,3,233,Loyal Customers
15787,27,39,144.45000000000002,3,3,2,3,332,Loyal Customers
15789,359,5,56.94,1,1,1,2,111,At Risk
15790,11,7,37.14,3,2,1,0,321,Potential Loyalist
15791,44,10,244.69999999999996,2,2,3,1,223,Need Attention
15793,40,2,93.36000000000001,2,1,2,2,212,At Risk
15795,150,12,198.37,1,2,2,1,122,Need Attention
15796,2,33,624.5300000000002,3,3,3,3,333,Loyal Customers
15797,305,1,244.79999999999998,1,1,3,2,113,At Risk
15799,76,18,140.59000000000003,2,3,2,1,232,Need Attention
15800,108,26,181.64000000000001,1,3,2,1,132,Need Attention
15801,47,13,194.59,2,2,2,1,222,Need Attention
15803,52,2,119.54,2,1,2,2,212,At Risk
15804,1,34,501.41,3,3,3,3,333,Loyal Customers
15805,24,68,1173.32,3,3,3,3,333,Loyal Customers
15806,47,4,139.85,2,1,2,1,212,Need Attention
15807,51,12,253.57999999999998,2,2,3,1,223,Need Attention
15808,307,25,441.24999999999994,1,3,3,1,133,Need Attention
15809,37,7,102.29,2,2,2,0,222,Potential Loyalist
15810,171,16,253.7,1,3,3,1,133,Need Attention
15811,23,29,470.89,3,3,3,3,333,Loyal Customers
15812,108,11,479.2,1,2,3,1,123,Need Attention
15813,208,7,207.99999999999997,1,2,2,1,122,Need Attention
15814,17,15,492.51,3,2,3,3,323,Loyal Customers
15815,64,5,268.02,2,1,3,1,213,Need Attention
15819,50,24,318.57,2,3,3,1,233,Need Attention
15820,320,2,15.9,1,1,1,2,111,At Risk
15821,45,12,93.25,2,2,2,1,222,Need Attention
15822,4,8,317.00000000000006,3,2,3,0,323,Potential Loyalist
15825,173,5,59.22,1,1,1,2,111,At Risk
15826,57,13,331.34000000000003,2,2,3,1,223,Need Attention
15827,74,23,390.90999999999997,2,3,3,1,233,Need Attention
15829,100,13,177.18,1,2,2,1,122,Need Attention
15830,38,4,53.36,2,1,1,0,211,Potential Loyalist
15831,59,16,195.01000000000002,2,3,2,1,232,Need Attention
15832,255,12,179.79999999999998,1,2,2,1,122,Need Attention
15834,71,64,527.18,2,3,3,3,233,Loyal Customers
15835,45,12,205.48,2,2,2,1,222,Need Attention
15836,51,2,29.75,2,1,1,2,211,At Risk
15837,65,5,85.5,2,1,2,1,212,Need Attention
15838,12,40,5408.040000000001,3,3,3,3,333,Loyal Customers
15839,34,16,277.1,2,3,3,1,233,Need Attention
15840,59,5,72.36,2,1,1,1,211,Need Attention
15841,73,4,80.94,2,1,2,2,212,At Risk
15843,304,3,43.2,1,1,1,2,111,At Risk
15844,47,1,10.2,2,1,1,2,211,At Risk
15845,18,25,703.4300000000001,3,3,3,3,333,Loyal Customers
15847,39,4,53.1,2,1,1,2,211,At Risk
15850,20,23,55.959999999999994,3,3,1,0,331,Potential Loyalist
15852,198,4,11.57,1,1,1,2,111,At Risk
15853,52,6,21.22,2,2,1,2,221,At Risk
15854,5,23,367.20000000000005,3,3,3,3,333,Loyal Customers
15855,137,13,142.3,1,2,2,1,122,Need Attention
15856,5,124,3059.1299999999987,3,3,3,3,333,Loyal Customers
15857,19,5,140.1,3,1,2,0,312,Potential Loyalist
15858,16,34,196.55,3,3,2,3,332,Loyal Customers
15860,41,26,184.46999999999994,2,3,2,1,232,Need Attention
15861,13,100,528.4700000000001,3,3,3,3,333,Loyal Customers
15862,9,17,105.92000000000002,3,3,2,0,332,Potential Loyalist
15863,26,3,21.4,3,1,1,2,311,At Risk
15864,27,4,398.2800000000001,3,1,3,0,313,Potential Loyalist
15865,41,7,116.9,2,2,2,0,222,Potential Loyalist
15866,102,11,71.47000000000001,1,2,1,1,121,Need Attention
15867,6,95,919.5999999999999,3,3,3,3,333,Loyal Customers
15869,278,4,63.88999999999999,1,1,1,2,111,At Risk
15870,33,24,148.94,2,3,2,0,232,Potential Loyalist
15872,15,24,70.94999999999999,3,3,1,0,331,Potential Loyalist
15874,64,25,1259.52,2,3,3,3,233,Loyal Customers
15877,2,29,105.09000000000003,3,3,2,0,332,Potential Loyalist
15881,313,7,88.85000000000002,1,2,2,1,122,Need Attention
15882,199,1,5.9,1,1,1,2,111,At Risk
15883,3,15,74.73000000000002,3,2,1,0,321,Potential Loyalist
15885,94,1,17.700000000000003,1,1,1,2,111,At Risk
15886,61,3,32.35,2,1,1,2,211,At Risk
15888,81,2,14.07,2,1,1,2,211,At Risk
15889,157,4,10.94,1,1,1,2,111,At Risk
15891,227,11,112.78,1,2,2,1,122,Need Attention
15895,150,3,14.33,1,1,1,2,111,At Risk
15897,195,6,26.65,1,2,1,2,121,At Risk
15898,2,4,81.55,3,1,2,0,312,Potential Loyalist
15900,24,6,30.279999999999998,3,2,1,0,321,Potential Loyalist
15901,17,20,63.989999999999995,3,3,1,0,331,Potential Loyalist
15903,10,17,1038.4800000000002,3,3,3,3,333,Loyal Customers
15904,9,9,36.959999999999994,3,2,1,0,321,Potential Loyalist
15906,20,36,393.3299999999999,3,3,3,3,333,Loyal Customers
15907,4,47,238.40999999999994,3,3,2,3,332,Loyal Customers
15909,174,1,19.799999999999997,1,1,1,2,111,At Risk
15910,1,52,206.56,3,3,2,3,332,Loyal Customers
15912,234,2,43.35,1,1,1,2,111,At Risk
15916,17,31,311.08000000000004,3,3,3,3,333,Loyal Customers
15917,248,2,14.750000000000002,1,1,1,2,111,At Risk
15918,191,5,34.550000000000004,1,1,1,2,111,At Risk
15919,20,23,82.49000000000001,3,3,2,0,332,Potential Loyalist
15920,155,11,22.880000000000003,1,2,1,2,121,At Risk
15921,173,4,40.97,1,1,1,2,111,At Risk
15925,195,2,22.400000000000002,1,1,1,2,111,At Risk
15930,68,4,75.8,2,1,1,2,211,At Risk
15932,5,16,300.02,3,3,3,3,333,Loyal Customers
15933,22,12,176.89999999999995,3,2,2,0,322,Potential Loyalist
15935,240,4,323.94,1,1,3,1,113,Need Attention
15937,65,1,19.799999999999997,2,1,1,2,211,At Risk
15939,135,13,1160.08,1,2,3,1,123,Need Attention
15942,134,2,57.7,1,1,1,2,111,At Risk
15944,277,1,17.700000000000003,1,1,1,2,111,At Risk
15947,83,7,301.96,2,2,3,1,223,Need Attention
15948,9,13,190.89,3,2,2,0,322,Potential Loyalist
15949,17,4,67.64,3,1,1,0,311,Potential Loyalist
15950,32,22,339.99,2,3,3,3,233,Loyal Customers
15951,9,10,154.25,3,2,2,0,322,Potential Loyalist
15952,34,14,119.41,2,2,2,0,222,Potential Loyalist
15953,16,16,264.81,3,3,3,0,333,Potential Loyalist
15955,25,28,931.2099999999998,3,3,3,3,333,Loyal Customers
15957,32,8,42.97000000000001,2,2,1,0,221,Potential Loyalist
15958,75,1,3.95,2,1,1,2,211,At Risk
15963,20,7,111.56,3,2,2,0,322,Potential Loyalist
15965,18,28,199.49,3,3,2,3,332,Loyal Customers
15967,24,17,63.95,3,3,1,0,331,Potential Loyalist
15969,3,1,39.8,3,1,1,0,311,Potential Loyalist
15970,304,2,33.0,1,1,1,2,111,At Risk
15971,53,5,383.69999999999993,2,1,3,1,213,Need Attention
15974,40,41,717.5900000000004,2,3,3,3,233,Loyal Customers
15975,85,7,103.65,2,2,2,1,222,Need Attention
15976,166,26,89.25999999999998,1,3,2,1,132,Need Attention
15977,18,9,87.41,3,2,2,0,322,Potential Loyalist
15978,78,6,132.28,2,2,2,1,222,Need Attention
15980,89,7,412.87,2,2,3,1,223,Need Attention
15981,25,22,614.5000000000002,3,3,3,3,333,Loyal Customers
15983,23,13,106.53,3,2,2,0,322,Potential Loyalist
15984,3,46,398.7199999999999,3,3,3,3,333,Loyal Customers
15985,124,6,288.6,1,2,3,1,123,Need Attention
15986,31,2,29.999999999999996,2,1,1,2,211,At Risk
15987,13,21,104.59,3,3,2,0,332,Potential Loyalist
15988,20,3,34.7,3,1,1,0,311,Potential Loyalist
15990,45,14,180.87999999999997,2,2,2,1,222,Need Attention
15992,4,1,13.52,3,1,1,0,311,Potential Loyalist
15993,9,119,599.8899999999999,3,3,3,3,333,Loyal Customers
15994,55,7,107.14999999999999,2,2,2,1,222,Need Attention
15996,89,17,114.88000000000002,2,3,2,1,232,Need Attention
15998,37,115,733.42,2,3,3,3,233,Loyal Customers
16000,3,2,2771.3999999999996,3,1,3,3,313,Loyal Customers
16003,30,19,511.83000000000004,2,3,3,3,233,Loyal Customers
16005,13,41,99.64000000000001,3,3,2,0,332,Potential Loyalist
16006,212,1,23.099999999999998,1,1,1,2,111,At Risk
16007,48,82,384.5199999999999,2,3,3,3,233,Loyal Customers
16008,24,8,97.30000000000001,3,2,2,0,322,Potential Loyalist
16009,33,18,201.21,2,3,2,0,232,Potential Loyalist
16010,246,10,30.849999999999998,1,2,1,2,121,At Risk
16011,9,43,680.8999999999997,3,3,3,3,333,Loyal Customers
16012,36,9,113.79,2,2,2,0,222,Potential Loyalist
16013,8,37,8886.720000000001,3,3,3,3,333,Loyal Customers
16014,153,31,136.86,1,3,2,1,132,Need Attention
16015,4,29,96.25999999999999,3,3,2,0,332,Potential Loyalist
16016,4,29,213.18000000000004,3,3,2,3,332,Loyal Customers
16017,48,3,12.0,2,1,1,2,211,At Risk
16018,40,8,170.97,2,2,2,1,222,Need Attention
16019,47,32,816.5900000000004,2,3,3,3,233,Loyal Customers
16020,17,11,206.29000000000002,3,2,2,0,322,Potential Loyalist
16022,261,14,110.58,1,2,2,1,122,Need Attention
16023,47,12,51.14,2,2,1,0,221,Potential Loyalist
16024,13,16,79.81,3,3,2,0,332,Potential Loyalist
16025,30,5,84.9,2,1,2,0,212,Potential Loyalist
16026,44,6,42.36,2,2,1,0,221,Potential Loyalist
16027,138,3,176.25,1,1,2,1,112,Need Attention
16029,45,28,14748.47,2,3,3,3,233,Loyal Customers
16030,310,6,77.2,1,2,1,1,121,Need Attention
16031,93,25,98.71,1,3,2,1,132,Need Attention
16033,6,244,1933.6100000000013,3,3,3,3,333,Loyal Customers
16034,209,4,76.35,1,1,1,2,111,At Risk
16036,88,10,162.09,2,2,2,1,222,Need Attention
16037,270,7,270.70000000000005,1,2,3,1,123,Need Attention
16038,8,7,171.50000000000003,3,2,2,0,322,Potential Loyalist
16040,66,18,436.15,2,3,3,1,233,Need Attention
16041,142,1,208.79999999999998,1,1,2,2,112,At Risk
16042,23,14,211.93,3,2,2,0,322,Potential Loyalist
16043,38,8,130.7,2,2,2,0,222,Potential Loyalist
16045,120,21,358.96,1,3,3,1,133,Need Attention
16049,41,59,181.08999999999995,2,3,2,3,232,Loyal Customers
16050,174,2,32.519999999999996,1,1,1,2,111,At Risk
16052,55,6,60.5,2,2,1,1,221,Need Attention
16053,33,11,171.13,2,2,2,0,222,Potential Loyalist
16054,146,10,98.98,1,2,2,1,122,Need Attention
16055,221,3,60.65,1,1,1,2,111,At Risk
16056,46,16,166.07999999999998,2,3,2,1,232,Need Attention
16057,17,31,574.3999999999999,3,3,3,3,333,Loyal Customers
16059,72,26,200.25000000000003,2,3,2,1,232,Need Attention
16062,10,15,298.93999999999994,3,2,3,0,323,Potential Loyalist
16063,261,4,57.10000000000001,1,1,1,2,111,At Risk
16066,17,18,185.62,3,3,2,0,332,Potential Loyalist
16070,23,5,164.70000000000002,3,1,2,0,312,Potential Loyalist
16071,45,4,58.540000000000006,2,1,1,2,211,At Risk
16072,289,4,162.85,1,1,2,1,112,Need Attention
16076,4,28,524.97,3,3,3,3,333,Loyal Customers
16079,17,9,533.8800000000001,3,2,3,0,323,Potential Loyalist
16080,82,1,41.6,2,1,1,2,211,At Risk
16081,57,40,476.89,2,3,3,3,233,Loyal Customers
16083,101,3,235.79999999999995,1,1,2,1,112,Need Attention
16084,300,13,194.25,1,2,2,1,122,Need Attention
16085,24,34,236.17000000000002,3,3,2,3,332,Loyal Customers
16086,60,5,120.63999999999999,2,1,2,1,212,Need Attention
16091,155,1,15.0,1,1,1,2,111,At Risk
16092,115,9,146.39999999999998,1,2,2,1,122,Need Attention
16093,107,1,17.0,1,1,1,2,111,At Risk
16094,12,14,224.61999999999998,3,2,2,0,322,Potential Loyalist
16096,265,3,64.98,1,1,1,2,111,At Risk
16097,241,3,55.3,1,1,1,2,111,At Risk
16098,88,13,390.45000000000005,2,2,3,1,223,Need Attention
16099,138,6,109.50000000000001,1,2,2,1,122,Need Attention
16101,71,16,266.98,2,3,3,1,233,Need Attention
16102,43,15,423.36,2,2,3,1,223,Need Attention
16103,8,9,238.54,3,2,2,0,322,Potential Loyalist
16104,62,4,73.9,2,1,1,2,211,At Risk
16105,249,1,20.4,1,1,1,2,111,At Risk
16106,66,2,28.28,2,1,1,2,211,At Risk
16107,104,4,392.40000000000003,1,1,3,1,113,Need Attention
16108,85,14,279.00000000000006,2,2,3,1,223,Need Attention
16109,219,3,47.64,1,1,1,2,111,At Risk
16110,46,71,312.1399999999998,2,3,3,3,233,Loyal Customers
16112,334,1,4.5600000000000005,1,1,1,2,111,At Risk
16113,184,7,44.199999999999996,1,2,1,2,121,At Risk
16114,171,2,34.650000000000006,1,1,1,2,111,At Risk
16115,10,60,352.29999999999995,3,3,3,3,333,Loyal Customers
16116,212,7,167.82,1,2,2,1,122,Need Attention
16117,190,3,23.729999999999997,1,1,1,2,111,At Risk
16119,9,3,80.4,3,1,2,0,312,Potential Loyalist
16120,60,4,248.48000000000002,2,1,3,1,213,Need Attention
16121,58,44,204.67000000000004,2,3,2,1,232,Need Attention
16122,113,5,72.72,1,1,1,1,111,Need Attention
16123,52,2,30.0,2,1,1,2,211,At Risk
16124,318,1,33.9,1,1,1,2,111,At Risk
16126,30,19,1079.7499999999998,2,3,3,3,233,Loyal Customers
16127,40,13,202.48000000000002,2,2,2,1,222,Need Attention
16128,18,19,373.66,3,3,3,3,333,Loyal Customers
16131,52,12,616.52,2,2,3,1,223,Need Attention
16133,4,57,1716.1500000000003,3,3,3,3,333,Loyal Customers
16134,22,4,63.3,3,1,1,0,311,Potential Loyalist
16135,263,4,61.95,1,1,1,2,111,At Risk
16136,60,12,186.66000000000003,2,2,2,1,222,Need Attention
16139,19,6,87.7,3,2,2,0,322,Potential Loyalist
16140,66,6,78.98,2,2,2,1,222,Need Attention
16141,89,6,117.49,2,2,2,1,222,Need Attention
16142,250,10,160.38,1,2,2,1,122,Need Attention
16143,4,17,266.6,3,3,3,3,333,Loyal Customers
16145,9,47,743.1299999999998,3,3,3,3,333,Loyal Customers
16146,204,7,135.49,1,2,2,1,122,Need Attention
16147,134,3,55.5,1,1,1,2,111,At Risk
16148,297,1,76.32000000000001,1,1,1,2,111,At Risk
16149,5,3,48.8,3,1,1,0,311,Potential Loyalist
16150,43,16,298.5,2,3,3,1,233,Need Attention
16152,269,3,193.5,1,1,2,1,112,Need Attention
16153,50,20,367.29,2,3,3,1,233,Need Attention
16156,9,23,503.9899999999999,3,3,3,3,333,Loyal Customers
16157,16,5,132.15,3,1,2,0,312,Potential Loyalist
16159,282,2,45.0,1,1,1,2,111,At Risk
16160,86,3,86.94,2,1,2,2,212,At Risk
16161,2,85,1034.9500000000005,3,3,3,3,333,Loyal Customers
16163,233,1,415.00000000000006,1,1,3,1,113,Need Attention
16164,18,7,259.76,3,2,3,0,323,Potential Loyalist
16168,34,19,979.1599999999999,2,3,3,3,233,Loyal Customers
16169,9,18,363.02,3,3,3,3,333,Loyal Customers
16170,51,14,174.81999999999996,2,2,2,1,222,Need Attention
16172,96,13,206.11999999999998,1,2,2,1,122,Need Attention
16173,16,21,360.58,3,3,3,3,333,Loyal Customers
16174,127,8,565.95,1,2,3,1,123,Need Attention
16175,95,9,159.91,1,2,2,1,122,Need Attention
16177,51,2,34.8,2,1,1,2,211,At Risk
16178,139,2,48.0,1,1,1,2,111,At Risk
16179,61,1,20.28,2,1,1,2,211,At Risk
16180,101,40,1966.55,1,3,3,3,133,Loyal Customers
16181,74,1,19.8,2,1,1,2,211,At Risk
16182,73,3,556.8,2,1,3,1,213,Need Attention
16183,68,5,107.13,2,1,2,1,212,Need Attention
16184,65,8,196.24,2,2,2,1,222,Need Attention
16185,17,8,114.45,3,2,2,0,322,Potential Loyalist
16186,23,38,697.9199999999998,3,3,3,3,333,Loyal Customers
16187,32,62,1435.3700000000001,2,3,3,3,233,Loyal Customers
16188,45,15,170.86000000000004,2,2,2,1,222,Need Attention
16189,16,2,29.95,3,1,1,2,311,At Risk
16190,41,1,89.85,2,1,2,2,212,At Risk
16191,3,34,1645.3400000000001,3,3,3,3,333,Loyal Customers
16193,237,1,15.0,1,1,1,2,111,At Risk
16198,76,4,117.30000000000001,2,1,2,1,212,Need Attention
16200,5,23,123.99999999999999,3,3,2,0,332,Potential Loyalist
16201,4,17,281.6,3,3,3,3,333,Loyal Customers
16202,361,3,30.119999999999997,1,1,1,2,111,At Risk
16203,59,4,68.4,2,1,1,2,211,At Risk
16204,24,9,66.75,3,2,1,0,321,Potential Loyalist
16205,31,21,196.11999999999995,2,3,2,0,232,Potential Loyalist
16206,55,14,88.26,2,2,2,1,222,Need Attention
16207,26,3,46.9,3,1,1,0,311,Potential Loyalist
16208,45,11,84.96000000000001,2,2,2,1,222,Need Attention
16209,89,10,1486.7700000000002,2,2,3,1,223,Need Attention
16210,2,18,1582.1799999999998,3,3,3,3,333,Loyal Customers
16211,89,3,37.6,2,1,1,2,211,At Risk
16212,20,10,189.3,3,2,2,0,322,Potential Loyalist
16213,79,2,27.6,2,1,1,2,211,At Risk
16214,171,8,147.72,1,2,2,1,122,Need Attention
16215,81,3,60.900000000000006,2,1,1,2,211,At Risk
16216,268,8,157.63000000000002,1,2,2,1,122,Need Attention
16217,236,2,30.650000000000002,1,1,1,2,111,At Risk
16218,30,16,753.42,2,3,3,3,233,Loyal Customers
16221,37,14,87.50000000000001,2,2,2,0,222,Potential Loyalist
16222,319,27,175.25,1,3,2,1,132,Need Attention
16224,58,18,269.88,2,3,3,1,233,Need Attention
16225,150,26,162.19,1,3,2,1,132,Need Attention
16226,208,3,148.5,1,1,2,1,112,Need Attention
16229,88,10,278.26,2,2,3,1,223,Need Attention
16230,190,6,94.7,1,2,2,1,122,Need Attention
16232,44,7,145.0,2,2,2,1,222,Need Attention
